Site,SiteType,Year,Parameter,Max,Min,Avg,Count,Provenance
Lake Ann,Lake,2016,Total Phosphorus,6.2105069732791085,3.700149271829762,5.652501062400712,22,simulated
Lake Ann,Lake,2017,Total Phosphorus,7.402192562768349,4.670448935777616,6.149820021249755,17,simulated
Lake Ann,Lake,2018,Total Phosphorus,7.023420592005192,3.7819134988049585,5.401635677253411,16,simulated
Lake Ann,Lake,2019,Total Phosphorus,8.350436644501674,5.4442971695446865,6.290929560796009,12,simulated
Lake Ann,Lake,2020,Total Phosphorus,7.714560703395044,4.569430316190366,6.026627591049678,17,simulated
Lake Ann,Lake,2021,Total Phosphorus,7.665679712141815,5.139248254428052,6.080963898605377,17,simulated
Lake Ann,Lake,2022,Total Phosphorus,7.022381314851986,4.867700127021054,5.585907049943276,21,simulated
Lake Ann,Lake,2023,Total Phosphorus,6.744625088311476,4.6403335804154215,5.656582448754393,20,simulated
Lake Ann,Lake,2024,Total Phosphorus,6.412709870100807,3.603407268968417,5.248323943073993,15,simulated
Lake Ann,Lake,2025,Total Phosphorus,7.40192012718669,3.86644050637539,5.497293197311735,20,simulated
Lake Charlevoix,Lake,2000,Chlorophyll-a,7.69498795513368,3.533077402310524,5.736238353853069,6,simulated
Lake Charlevoix,Lake,2001,Chlorophyll-a,7.650809489124168,5.31068413231778,6.143582259755153,14,simulated
Lake Charlevoix,Lake,2002,Chlorophyll-a,7.91271754723962,4.920241232182519,6.224089691944177,8,simulated
Lake Charlevoix,Lake,2003,Chlorophyll-a,7.834104662486368,4.2220334634743075,6.196323355582851,7,simulated
Lake Charlevoix,Lake,2004,Chlorophyll-a,7.621169525263621,4.362263089411789,6.069309332354977,9,simulated
Lake Charlevoix,Lake,2005,Chlorophyll-a,7.679453981434099,4.78722592694197,6.552230821798778,10,simulated
Lake Charlevoix,Lake,2006,Chlorophyll-a,8.408284604472545,5.129224505037637,6.272354264550199,12,simulated
Lake Charlevoix,Lake,2007,Chlorophyll-a,8.363303883971344,5.1673892911817,6.543120504660775,12,simulated
Lake Charlevoix,Lake,2008,Chlorophyll-a,7.285522154895299,3.677234706815394,5.666028222578918,9,simulated
Lake Charlevoix,Lake,2009,Chlorophyll-a,5.849971664971989,3.6676137434697353,4.900622715691321,14,simulated
Lake Charlevoix,Lake,2010,Chlorophyll-a,7.931657546228127,4.651520470572937,6.499519875875666,11,simulated
Lake Charlevoix,Lake,2011,Chlorophyll-a,7.321889140249575,4.4405920692627365,5.895012657667186,12,simulated
Lake Charlevoix,Lake,2012,Chlorophyll-a,7.267684255568767,5.333869920676697,6.386718609713703,15,simulated
Lake Charlevoix,Lake,2013,Chlorophyll-a,7.1951574828243565,4.299044738497201,6.389234852698017,11,simulated
Lake Charlevoix,Lake,2014,Chlorophyll-a,8.645195098305365,5.045384252819687,7.147773226239037,12,simulated
Lake Charlevoix,Lake,2015,Chlorophyll-a,8.72259116226845,3.821897442349389,6.732416364568141,16,simulated
Lake Charlevoix,Lake,2016,Chlorophyll-a,8.053175955400699,5.493416612598753,6.680481251907192,12,simulated
Lake Charlevoix,Lake,2017,Chlorophyll-a,8.218087726105674,4.755797331461219,6.979597688318017,13,simulated
Lake Charlevoix,Lake,2018,Chlorophyll-a,8.156493447260221,5.776770349609469,6.836425798131407,17,simulated
Lake Charlevoix,Lake,2019,Chlorophyll-a,7.996138541550268,4.797683110794839,6.550762272427444,21,simulated
Lake Charlevoix,Lake,2020,Chlorophyll-a,8.835930908200597,4.816257149697277,7.1929073726487385,17,simulated
Lake Charlevoix,Lake,2021,Chlorophyll-a,9.05071538367024,5.751096617408279,6.366694350719167,17,simulated
Lake Charlevoix,Lake,2022,Chlorophyll-a,9.323122384077694,5.303082052799825,6.976273104260391,18,simulated
Lake Charlevoix,Lake,2023,Chlorophyll-a,8.35652288739663,4.9334719301949175,6.263714199052867,13,simulated
Lake Charlevoix,Lake,2024,Chlorophyll-a,9.426935429033605,5.594347048847792,7.008138103714631,17,simulated
Lake Charlevoix,Lake,2025,Chlorophyll-a,8.304489928444765,5.035734950834534,7.0438133133849545,17,simulated
Lake Charlevoix,Lake,2000,Chloride,8.639660451615075,4.851797717121687,6.655489715183529,6,simulated
Lake Charlevoix,Lake,2001,Chloride,8.199531916854049,4.932387631176834,6.831218014535719,6,simulated
Lake Charlevoix,Lake,2002,Chloride,8.622775463303244,5.121732983887185,6.584500932395542,7,simulated
Lake Charlevoix,Lake,2003,Chloride,7.765581633754204,5.0986355678797946,6.809713022999242,11,simulated
Lake Charlevoix,Lake,2004,Chloride,8.681963318505678,4.61288834797141,6.287380539145633,10,simulated
Lake Charlevoix,Lake,2005,Chloride,8.74528350564546,3.852199562666815,6.758958990963311,9,simulated
Lake Charlevoix,Lake,2006,Chloride,9.469672666677397,4.7774556425515025,7.6090055278576125,6,simulated
Lake Charlevoix,Lake,2007,Chloride,8.737471313704491,4.514228043750853,7.177873811935719,6,simulated
Lake Charlevoix,Lake,2008,Chloride,8.99070261972711,4.80199456720301,7.0824768301548575,10,simulated
Lake Charlevoix,Lake,2009,Chloride,10.871029371304957,6.502666250758697,8.054596685933651,11,simulated
Lake Charlevoix,Lake,2010,Chloride,8.785603991656021,4.688780605133559,6.568922373273882,11,simulated
Lake Charlevoix,Lake,2011,Chloride,8.291013721187804,4.223477606910249,6.748999446930135,7,simulated
Lake Charlevoix,Lake,2012,Chloride,9.953211579356434,6.706957080985267,8.183429262774288,12,simulated
Lake Charlevoix,Lake,2013,Chloride,10.0183901376408,4.870534431957557,7.437883507463183,12,simulated
Lake Charlevoix,Lake,2014,Chloride,9.032600483881263,3.7412906688092,7.36141928365168,7,simulated
Lake Charlevoix,Lake,2015,Chloride,8.99907818545813,4.293401443987246,6.94891135503677,9,simulated
Lake Charlevoix,Lake,2016,Chloride,10.199195133501474,4.605046809243671,7.842003382855458,13,simulated
Lake Charlevoix,Lake,2017,Chloride,10.484861538611977,5.502861619079333,7.9614226809994335,11,simulated
Lake Charlevoix,Lake,2018,Chloride,9.811592681506202,4.501600981289319,7.190878635955332,17,simulated
Lake Charlevoix,Lake,2019,Chloride,9.14474103884079,5.987336304201525,7.74969071217933,14,simulated
Lake Charlevoix,Lake,2020,Chloride,8.671183882891958,4.946381029720795,7.716947955178912,11,simulated
Lake Charlevoix,Lake,2021,Chloride,10.045478653733554,5.290247143360752,8.098011545066605,13,simulated
Lake Charlevoix,Lake,2022,Chloride,10.759552361557928,5.095147171345675,7.438521915901874,13,simulated
Lake Charlevoix,Lake,2023,Chloride,12.866041129956683,5.22973893985837,8.778395582449642,11,simulated
Lake Charlevoix,Lake,2024,Chloride,12.570180486913351,6.567021782021152,8.674823496016344,11,simulated
Lake Charlevoix,Lake,2025,Chloride,10.252189552656455,5.850212829937485,8.053275169300505,16,simulated
Lake Charlevoix,Lake,2000,Nitrate,15.263613438796328,8.04049200277579,11.309612687619271,18,simulated
Lake Charlevoix,Lake,2001,Nitrate,14.901370685101092,9.544338685248544,11.825828391952568,18,simulated
Lake Charlevoix,Lake,2002,Nitrate,12.91107545824589,8.229448968729379,10.550974289552348,18,simulated
Lake Charlevoix,Lake,2003,Nitrate,13.251840367548851,9.49350578632815,11.84938584217867,23,simulated
Lake Charlevoix,Lake,2004,Nitrate,12.697963653341985,7.701293120065275,10.271866248369474,21,simulated
Lake Charlevoix,Lake,2005,Nitrate,13.247107839396577,6.824376330629086,10.173905782584637,17,simulated
Lake Charlevoix,Lake,2006,Nitrate,12.714041222697768,7.89253267413816,9.698356825706192,24,simulated
Lake Charlevoix,Lake,2007,Nitrate,13.362146038552742,7.157525282131667,10.448306865619836,18,simulated
Lake Charlevoix,Lake,2008,Nitrate,12.488750202366345,8.457107088279864,10.38225187872948,23,simulated
Lake Charlevoix,Lake,2009,Nitrate,12.037826054249233,8.978338743674291,10.957660729490769,24,simulated
Lake Charlevoix,Lake,2010,Nitrate,12.977416447766048,7.5125156390794725,10.758542033426794,26,simulated
Lake Charlevoix,Lake,2011,Nitrate,12.0594527935495,6.827527181640097,9.883878845420028,29,simulated
Lake Charlevoix,Lake,2012,Nitrate,12.586676073890677,7.182560066617883,10.321265785638586,20,simulated
Lake Charlevoix,Lake,2013,Nitrate,13.260826964497639,8.791801676098622,10.30223494899052,24,simulated
Lake Charlevoix,Lake,2014,Nitrate,13.110171034236146,7.485184972817406,9.455404036948504,24,simulated
Lake Charlevoix,Lake,2015,Nitrate,12.370457403955804,6.900651380703196,9.886822912432658,26,simulated
Lake Charlevoix,Lake,2016,Nitrate,12.237810986979701,7.530904751885373,9.977993710003792,26,simulated
Lake Charlevoix,Lake,2017,Nitrate,13.721428404510174,9.374172813972566,11.21588475081514,25,simulated
Lake Charlevoix,Lake,2018,Nitrate,13.099873337965692,7.584618809477957,10.469272739463388,25,simulated
Lake Charlevoix,Lake,2019,Nitrate,12.655585438331249,8.669269502658903,10.70657573363667,23,simulated
Lake Charlevoix,Lake,2020,Nitrate,11.811791936857237,5.923663633602494,9.44214800911894,29,simulated
Lake Charlevoix,Lake,2021,Nitrate,13.953345725622977,7.06436941128038,10.94388769501534,28,simulated
Lake Charlevoix,Lake,2022,Nitrate,13.795854680348025,7.831981405231687,10.971142496977146,30,simulated
Lake Charlevoix,Lake,2023,Nitrate,11.573580901138468,5.978502670721464,9.073910248243136,26,simulated
Lake Charlevoix,Lake,2024,Nitrate,12.450258901125139,7.360798517083809,9.774493511878566,26,simulated
Lake Charlevoix,Lake,2025,Nitrate,11.601338243924719,7.315739178679326,10.41910393936842,25,simulated
Lake Charlevoix,Lake,2000,Secchi Depth,11.278857069828785,9.250439348078324,10.362410064595256,15,simulated
Lake Charlevoix,Lake,2001,Secchi Depth,12.366306962159712,9.595734002555131,11.289280910408785,17,simulated
Lake Charlevoix,Lake,2002,Secchi Depth,11.532574312237541,9.035731063824688,10.317159291097374,10,simulated
Lake Charlevoix,Lake,2003,Secchi Depth,11.786779101596146,9.476667120373174,10.835194234964806,14,simulated
Lake Charlevoix,Lake,2004,Secchi Depth,12.50353308159751,9.248839064310392,11.264126015364422,16,simulated
Lake Charlevoix,Lake,2005,Secchi Depth,11.88361905803552,9.864377172574027,10.979024981773296,15,simulated
Lake Charlevoix,Lake,2006,Secchi Depth,11.493006419130335,8.691078585339735,10.865425188822798,8,simulated
Lake Charlevoix,Lake,2007,Secchi Depth,12.285235621659284,9.443902289600825,10.522379622389842,17,simulated
Lake Charlevoix,Lake,2008,Secchi Depth,11.227247315654814,9.038779295470478,10.410638817388149,20,simulated
Lake Charlevoix,Lake,2009,Secchi Depth,12.4666563434419,9.810111327499534,11.116443627134558,17,simulated
Lake Charlevoix,Lake,2010,Secchi Depth,13.161774309340426,9.858950361287373,11.372549701318372,13,simulated
Lake Charlevoix,Lake,2011,Secchi Depth,11.89873846218027,9.204583003182865,10.77136645469526,15,simulated
Lake Charlevoix,Lake,2012,Secchi Depth,11.587544753364012,9.03439121245931,10.567083608798503,22,simulated
Lake Charlevoix,Lake,2013,Secchi Depth,11.55600861180017,9.153494125161174,10.16313923115023,20,simulated
Lake Charlevoix,Lake,2014,Secchi Depth,12.484439672745054,9.75081438735279,10.657860516456674,20,simulated
Lake Charlevoix,Lake,2015,Secchi Depth,11.870556131341576,8.49521421206203,10.957578226760017,19,simulated
Lake Charlevoix,Lake,2016,Secchi Depth,12.944953780286085,10.266551672188498,11.53164221709686,16,simulated
Lake Charlevoix,Lake,2017,Secchi Depth,11.947199950636332,9.506329023246154,11.253577718970131,18,simulated
Lake Charlevoix,Lake,2018,Secchi Depth,12.418193493044761,10.414192738760157,11.155388260522598,19,simulated
Lake Charlevoix,Lake,2019,Secchi Depth,12.366619339365503,9.660112006381375,10.94722995438655,21,simulated
Lake Charlevoix,Lake,2020,Secchi Depth,11.949278280039564,9.561697429798564,10.908243764373374,24,simulated
Lake Charlevoix,Lake,2021,Secchi Depth,12.859629771680188,9.880858872859347,11.577478585749503,23,simulated
Lake Charlevoix,Lake,2022,Secchi Depth,12.036081611737297,10.941964909360683,11.205520461884335,16,simulated
Lake Charlevoix,Lake,2023,Secchi Depth,11.847613457868782,9.061456073541136,10.472490254232582,21,simulated
Lake Charlevoix,Lake,2024,Secchi Depth,12.81322452886104,10.039444134054037,10.960964751222509,23,simulated
Lake Charlevoix,Lake,2025,Secchi Depth,11.86117449900123,9.382931421697418,10.920905633144017,23,simulated
Lake Charlevoix,Lake,2000,Total Phosphorus,9.54306798286802,5.081844479992018,7.502779791968971,19,simulated
Lake Charlevoix,Lake,2001,Total Phosphorus,6.644914588704177,3.75487873015004,5.739003079513172,18,simulated
Lake Charlevoix,Lake,2002,Total Phosphorus,7.878772693163857,4.180026900802829,5.791285265905783,16,simulated
Lake Charlevoix,Lake,2003,Total Phosphorus,9.033269039309962,5.528669922494821,6.301535973452205,17,simulated
Lake Charlevoix,Lake,2004,Total Phosphorus,8.670252615850286,5.597588514046768,7.037036101123251,17,simulated
Lake Charlevoix,Lake,2005,Total Phosphorus,7.241331340050015,3.686748296672489,5.808994726230679,20,simulated
Lake Charlevoix,Lake,2006,Total Phosphorus,8.009339072546368,5.7031861608085475,6.011012480766211,17,simulated
Lake Charlevoix,Lake,2007,Total Phosphorus,9.311375888756388,3.9745390214903438,6.520617937034079,17,simulated
Lake Charlevoix,Lake,2008,Total Phosphorus,7.5237699601198775,4.037722629618344,6.052879230573211,25,simulated
Lake Charlevoix,Lake,2009,Total Phosphorus,6.917747427813124,3.529677700765592,5.898389169669513,22,simulated
Lake Charlevoix,Lake,2010,Total Phosphorus,8.357976167944837,4.540240997456952,6.2259473453300975,17,simulated
Lake Charlevoix,Lake,2011,Total Phosphorus,8.251603188143962,5.413052484441504,6.081115374592523,22,simulated
Lake Charlevoix,Lake,2012,Total Phosphorus,8.179952552068253,4.284917174976144,6.348748963219713,20,simulated
Lake Charlevoix,Lake,2013,Total Phosphorus,7.95912768002205,3.8649684379087197,6.420210712047032,22,simulated
Lake Charlevoix,Lake,2014,Total Phosphorus,8.253959554698273,3.798504367388557,6.008158252392128,21,simulated
Lake Charlevoix,Lake,2015,Total Phosphorus,7.9660128853203425,4.595761992955285,5.973704072194314,25,simulated
Lake Charlevoix,Lake,2016,Total Phosphorus,7.225996402110825,4.168069169588308,5.915506666060682,22,simulated
Lake Charlevoix,Lake,2017,Total Phosphorus,7.743125836057266,4.542976299212937,5.992453560671394,21,simulated
Lake Charlevoix,Lake,2018,Total Phosphorus,6.791487700875263,4.539747773359421,5.798958570152214,25,simulated
Lake Charlevoix,Lake,2019,Total Phosphorus,7.746475127544725,3.620236868370941,5.750280691061472,23,simulated
Lake Charlevoix,Lake,2020,Total Phosphorus,7.81150343100586,5.034943406841284,6.173851171968632,23,simulated
Lake Charlevoix,Lake,2021,Total Phosphorus,7.832026269722101,4.94434301341675,6.2642545953900335,24,simulated
Lake Charlevoix,Lake,2022,Total Phosphorus,6.562173268400169,4.123236436981673,5.106486020941247,23,simulated
Lake Charlevoix,Lake,2023,Total Phosphorus,7.290722051080419,4.746917340444086,5.645651452281832,23,simulated
Lake Charlevoix,Lake,2024,Total Phosphorus,7.318339168003162,3.749479923357102,5.360625710357255,22,simulated
Lake Charlevoix,Lake,2025,Total Phosphorus,7.329530163318957,3.3488772457949163,5.474050127172464,22,simulated
Lake Dubonnet,Lake,2000,Chlorophyll-a,7.683244494129375,6.141985174141433,7.041059938889024,21,simulated
Lake Dubonnet,Lake,2001,Chlorophyll-a,7.965892339956122,5.666436532650294,6.941352431423624,17,simulated
Lake Dubonnet,Lake,2002,Chlorophyll-a,7.3090272825066505,5.940476520218456,6.950112211932079,18,simulated
Lake Dubonnet,Lake,2003,Chlorophyll-a,7.932071874512379,6.101607235114559,6.835606565143235,22,simulated
Lake Dubonnet,Lake,2004,Chlorophyll-a,7.739575631089724,5.445031952966353,6.941637865579388,21,simulated
Lake Dubonnet,Lake,2005,Chlorophyll-a,8.718438078213916,6.163926221375632,7.16410880853391,20,simulated
Lake Dubonnet,Lake,2006,Chlorophyll-a,7.339469056034649,5.514488648407641,6.638420109210249,21,simulated
Lake Dubonnet,Lake,2007,Chlorophyll-a,7.355416227118209,6.113299608437376,6.888008073098478,25,simulated
Lake Dubonnet,Lake,2008,Chlorophyll-a,7.63721968610985,5.788326367880337,6.830381784716602,21,simulated
Lake Dubonnet,Lake,2009,Chlorophyll-a,7.51948658429545,6.049420013288158,7.120444582781364,23,simulated
Lake Dubonnet,Lake,2010,Chlorophyll-a,8.584875703499373,6.908714448207343,7.346448911791183,30,simulated
Lake Dubonnet,Lake,2011,Chlorophyll-a,7.340991797802815,5.435925759311386,6.97584866138597,20,simulated
Lake Dubonnet,Lake,2012,Chlorophyll-a,7.525815300948872,5.347588195352916,6.608841073370505,19,simulated
Lake Dubonnet,Lake,2013,Chlorophyll-a,7.457086656567932,6.230564254910256,7.089708235019764,27,simulated
Lake Dubonnet,Lake,2014,Chlorophyll-a,8.350864197493593,6.743331760364448,7.4272446711683635,23,simulated
Lake Dubonnet,Lake,2015,Chlorophyll-a,8.895591928628866,6.258640743304518,7.3797751313541,24,simulated
Lake Dubonnet,Lake,2016,Chlorophyll-a,8.519820394091228,6.349217765198333,7.392725715684867,23,simulated
Lake Dubonnet,Lake,2017,Chlorophyll-a,8.00839727696937,6.161047170328988,7.267566666607648,25,simulated
Lake Dubonnet,Lake,2018,Chlorophyll-a,8.037542788613441,6.04444427322279,7.073513057249368,31,simulated
Lake Dubonnet,Lake,2019,Chlorophyll-a,8.56923271991094,6.335023110229447,7.527973170448272,29,simulated
Lake Dubonnet,Lake,2020,Chlorophyll-a,8.389756878517705,5.820143294893985,7.25079001386526,29,simulated
Lake Dubonnet,Lake,2021,Chlorophyll-a,8.64775097193645,6.7106274276546305,7.998575373735591,23,simulated
Lake Dubonnet,Lake,2022,Chlorophyll-a,8.898948973904787,6.936294176653727,7.658093780162591,24,simulated
Lake Dubonnet,Lake,2023,Chlorophyll-a,7.616558743734528,5.985022525430581,7.4238503106889455,19,simulated
Lake Dubonnet,Lake,2024,Chlorophyll-a,8.286577284103796,5.924412040264992,7.454785855717956,25,simulated
Lake Dubonnet,Lake,2025,Chlorophyll-a,8.51228392674195,5.578742269629027,7.6177824902426,31,simulated
Lake Dubonnet,Lake,2000,Chloride,7.9746162184102936,4.868185602060413,6.587575083740469,14,simulated
Lake Dubonnet,Lake,2001,Chloride,7.803142434980005,5.602390257099939,6.728475997094567,9,simulated
Lake Dubonnet,Lake,2002,Chloride,8.776400606269918,5.286370800781371,6.5506978934706925,14,simulated
Lake Dubonnet,Lake,2003,Chloride,8.552780766324219,5.202248367660353,6.952751426630231,12,simulated
Lake Dubonnet,Lake,2004,Chloride,9.075235491392796,5.358815043238554,7.2365981189732596,14,simulated
